constituency,ac_number,candidate,party,votes,turnout,reserved,region
Ambattur,8,VINAYAGAMOORTHY.R,IND,83,77.33,GEN,Chennai Metro
Ambattur,8,P. ARUMUGAM,IND,77,77.33,GEN,Chennai Metro
Ambattur,8,G. SAMPATH,IND,72,77.33,GEN,Chennai Metro
Ambattur,8,D. PUSHPA,IND,68,77.33,GEN,Chennai Metro
Ambattur,8,D. JEYAGANESH,Naam Indiar Party,67,77.33,GEN,Chennai Metro
Madavaram,9,M.L.VIJAYPRABHU,TVK,190462,83.88,GEN,Chennai Metro
Madavaram,9,S.SUDHARSANAM,DMK,95477,83.88,GEN,Chennai Metro
Madavaram,9,MADHAVARAM V.MOORTHY,AIADMK,59290,83.88,GEN,Chennai Metro
Madavaram,9,E.KRITHIKA,NTK,12637,83.88,GEN,Chennai Metro
Madavaram,9,NOTA,NOTA,1394,83.88,GEN,Chennai Metro
Madavaram,9,I.RAFFIK,Naadaalum Makkal Katchi,676,83.88,GEN,Chennai Metro
Madavaram,9,N.JANAKIRAMAN,Bahujan Samaj Party,537,83.88,GEN,Chennai Metro
Madavaram,9,R.KARTHIKEYAN,Tamizhaga Vaazhvurimai Katchi,232,83.88,GEN,Chennai Metro
Madavaram,9,S.SIVAKUMAR,IND,198,83.88,GEN,Chennai Metro
Madavaram,9,G.PRABU,IND,191,83.88,GEN,Chennai Metro
Madavaram,9,V.MURTHY,IND,188,83.88,GEN,Chennai Metro
Madavaram,9,A.NAGARAJAN,IND,177,83.88,GEN,Chennai Metro
Madavaram,9,SUDARSANAM,IND,157,83.88,GEN,Chennai Metro
Madavaram,9,C.MOORTHY,IND,154,83.88,GEN,Chennai Metro
Madavaram,9,A.PONNALAGAN,IND,129,83.88,GEN,Chennai Metro
Madavaram,9,R.S.BALAJI,IND,99,83.88,GEN,Chennai Metro
Thiruvottiyur,10,SENTHIL KUMAR. N,TVK,110067,84.58,GEN,Chennai Metro
Thiruvottiyur,10,SUNDARARAJ. L,CPI(M),56503,84.58,GEN,Chennai Metro
Thiruvottiyur,10,KUPPAN. K,AIADMK,28320,84.58,GEN,Chennai Metro
Thiruvottiyur,10,SATHYA. B,NTK,8413,84.58,GEN,Chennai Metro
Thiruvottiyur,10,MICHAELRAJ. M. A,IND,838,84.58,GEN,Chennai Metro
Thiruvottiyur,10,NOTA,NOTA,805,84.58,GEN,Chennai Metro
Thiruvottiyur,10,MAHENDRA KUMAR. D,Bahujan Samaj Party,458,84.58,GEN,Chennai Metro
Thiruvottiyur,10,VIJAY. A,IND,316,84.58,GEN,Chennai Metro
Thiruvottiyur,10,BALARUBAN,IND,307,84.58,GEN,Chennai Metro
Thiruvottiyur,10,SASIREKHA. M,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,271,84.58,GEN,Chennai Metro
Thiruvottiyur,10,DILLI KUMAR. R,Democratic National Allegiance,198,84.58,GEN,Chennai Metro
Thiruvottiyur,10,VENKATARAMANAN. J,Tamizhaga Vaazhvurimai Katchi,149,84.58,GEN,Chennai Metro
Thiruvottiyur,10,THANIKASALAM. B,IND,139,84.58,GEN,Chennai Metro
Thiruvottiyur,10,GOPI. K,IND,117,84.58,GEN,Chennai Metro
Thiruvottiyur,10,JANAGARAJ,IND,110,84.58,GEN,Chennai Metro
Thiruvottiyur,10,ARAVIND. R,IND,77,84.58,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,N. MARIE WILSON,TVK,97800,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,J. JOHN EBENEZER,DMK,48132,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,R.S.RAAJESH,AIADMK,26892,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,VENNILA.T,NTK,5364,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,NOTA,NOTA,561,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,B.NAVIN,Tamizhaga Vaazhvurimai Katchi,338,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,E. RAAMADASAN,Makkal Nalvaazhvuk Katchi,236,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,D.PRABHU,IND,211,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,A.MOHANRAJ,Socialist Unity Centre Of India (COMMUNIST),179,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,J.SARAVANAKUMAR,IND,149,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,M. SATHISH,IND,112,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,K. MURALI,IND,91,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,V.SUDHAKAR,IND,86,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,A.VIJAY,IND,71,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,C. RAJAMANICKAM,IND,65,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,G. VIJAY,IND,58,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,L.SARAVANAN,IND,54,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,G. BOTHI RAJAN,IND,54,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,CHANDRASEKAR,Tamizhaga Murpokku Makkal Katchi,47,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,MANIKANDAN.H,IND,47,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,J.MURALI KRISHNAN,IND,47,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,D.KARTHIKEYAN,Samata Party,44,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,R.ETHIRAJ,IND,44,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,C.JANARTHANAN,IND,42,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,A. USHA,IND,41,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,V.SHANKAR,IND,40,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,R.DEVAKUMAR,IND,40,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,R. MUTHU CHELLA BHARATHI,IND,39,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,D. JANARTHANAN,IND,37,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,R.TAMILARASAN,IND,36,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,V. MADHAN MOHAN,IND,35,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,P. MARIMUTHU,IND,35,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,D. AJITH KUMAR,IND,32,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,AMUDHA.N,IND,30,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,J.VIJAYAN,IND,26,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,K. SUJITH,IND,25,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,TAMILSELVAN,IND,25,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,S.EMMANUVEL,IND,24,90.95,GEN,Chennai Metro
Dr.Radhakrishnan Nagar,11,G. MADHAN KUMAR,IND,17,90.95,GEN,Chennai Metro
Perambur,12,C. JOSEPH VIJAY,TVK,120365,90.4,GEN,Chennai Metro
Perambur,12,R.D. SHEKAR,DMK,66650,90.4,GEN,Chennai Metro
Perambur,12,M. THILAGABAMA,PMK,8561,90.4,GEN,Chennai Metro
Perambur,12,S. VETRI THAMIZHAN,NTK,5114,90.4,GEN,Chennai Metro
Perambur,12,NOTA,NOTA,601,90.4,GEN,Chennai Metro
Perambur,12,A. RAJARAM,Republican Party of India (Athawale),256,90.4,GEN,Chennai Metro
Perambur,12,G. RUTHRA KUMAR,IND,238,90.4,GEN,Chennai Metro
Perambur,12,AGNI AALVAR,IND,230,90.4,GEN,Chennai Metro
Perambur,12,VIJAY,All India Jananayaka Makkal Kazhagam,216,90.4,GEN,Chennai Metro
Perambur,12,VETRI VEL SELVAM,Bahujan Samaj Party,174,90.4,GEN,Chennai Metro
Perambur,12,V. RAJI,IND,148,90.4,GEN,Chennai Metro
Perambur,12,BOWDHARAJ,IND,118,90.4,GEN,Chennai Metro
Perambur,12,J. SEBASTIN,Socialist Unity Centre Of India (COMMUNIST),101,90.4,GEN,Chennai Metro
Perambur,12,D.V. VENUGOPAL,Tamizhaga Vaazhvurimai Katchi,98,90.4,GEN,Chennai Metro
Perambur,12,DR.D. MADAN,IND,95,90.4,GEN,Chennai Metro
Perambur,12,K.M. DEVAN,Makkal Murasu Katchi,94,90.4,GEN,Chennai Metro
Perambur,12,B. BALAJI,IND,93,90.4,GEN,Chennai Metro
Perambur,12,VIJAY. G,IND,90,90.4,GEN,Chennai Metro
Perambur,12,AZARUTHEEN.M,IND,78,90.4,GEN,Chennai Metro
Perambur,12,P. THANGAMANI,IND,78,90.4,GEN,Chennai Metro
Perambur,12,S. JOSEPH,IND,77,90.4,GEN,Chennai Metro
Perambur,12,ASHLIN BELMEN .A.S,Tamilnadu Mahatma Gandhi Makkal Katchi,71,90.4,GEN,Chennai Metro
Perambur,12,NIVETHA,IND,70,90.4,GEN,Chennai Metro
Perambur,12,P. PONRAJ,IND,63,90.4,GEN,Chennai Metro
Perambur,12,DR.G. MOORTHY,IND,53,90.4,GEN,Chennai Metro
Perambur,12,R. JAYASEELAN,IND,51,90.4,GEN,Chennai Metro
Perambur,12,M. GEETA,Thakkam Katchi,47,90.4,GEN,Chennai Metro
Perambur,12,S. SURESHKUMAR,Makkalatchi Katchi,46,90.4,GEN,Chennai Metro
Perambur,12,M. JOSEPH,IND,43,90.4,GEN,Chennai Metro
Perambur,12,M. KADHIRAVAN,IND,41,90.4,GEN,Chennai Metro
Perambur,12,DR.R. SARAVANA PERUMAL,Makkal Nalvaazhvuk Katchi,39,90.4,GEN,Chennai Metro
Perambur,12,M.I. THAHIRA BANU,IND,33,90.4,GEN,Chennai Metro
Perambur,12,S. MALATHI,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,32,90.4,GEN,Chennai Metro
Perambur,12,AMALA.R,IND,32,90.4,GEN,Chennai Metro
Perambur,12,REEGAN PRABHU,IND,31,90.4,GEN,Chennai Metro
Perambur,12,SIVAKUMAR.V,Tamil Telugu National Party,30,90.4,GEN,Chennai Metro
Perambur,12,H. DHANASEKAR,IND,28,90.4,GEN,Chennai Metro
Perambur,12,B. VENKATESAN,IND,26,90.4,GEN,Chennai Metro
Perambur,12,S. MICHAEL,IND,24,90.4,GEN,Chennai Metro
Perambur,12,S. RAJESH KUMAR,IND,21,90.4,GEN,Chennai Metro
Perambur,12,B. SATHISH KUMAR,IND,19,90.4,GEN,Chennai Metro
Perambur,12,SATHISH.B,IND,19,90.4,GEN,Chennai Metro
Perambur,12,P. GUNASEKAR,IND,18,90.4,GEN,Chennai Metro
Perambur,12,S. RAMESH,IND,17,90.4,GEN,Chennai Metro
Perambur,12,E. UDHAYA KUMAR,IND,16,90.4,GEN,Chennai Metro
Perambur,12,P. ESAKKI MUTHU,IND,14,90.4,GEN,Chennai Metro
Perambur,12,S. VISHNU VARTHAN,IND,13,90.4,GEN,Chennai Metro
Perambur,12,M. TAMILSELVAM,IND,12,90.4,GEN,Chennai Metro
Kolathur,13,V. S. BABU,TVK,82997,86.99,GEN,Chennai Metro
Kolathur,13,M. K. STALIN,DMK,74202,86.99,GEN,Chennai Metro
Kolathur,13,P. SANTHANA KRISHNAN,AIADMK,18430,86.99,GEN,Chennai Metro
Kolathur,13,SOUNDARA PANDIAN LUDER SETH,NTK,5046,86.99,GEN,Chennai Metro
Kolathur,13,NOTA,NOTA,892,86.99,GEN,Chennai Metro
Kolathur,13,S.Y. SYED YUSUF,Republican Party of India (Athawale),484,86.99,GEN,Chennai Metro
Kolathur,13,SUBASHINI,Bahujan Samaj Party,236,86.99,GEN,Chennai Metro
Kolathur,13,AATHITHYA,Samata Party,181,86.99,GEN,Chennai Metro
Kolathur,13,R. RAJ GURU,IND,153,86.99,GEN,Chennai Metro
Kolathur,13,R. SENTHIL KUMAR,IND,125,86.99,GEN,Chennai Metro
Kolathur,13,SELVI STEFFI. V. M,IND,122,86.99,GEN,Chennai Metro
Kolathur,13,OORMILA,Tamizhaga Vaazhvurimai Katchi,105,86.99,GEN,Chennai Metro
Kolathur,13,J. SURIYA MUTHU,IND,84,86.99,GEN,Chennai Metro
Kolathur,13,NANDA KUMAR,IND,79,86.99,GEN,Chennai Metro
Kolathur,13,A. L. NARESH KUMAR,IND,74,86.99,GEN,Chennai Metro
Kolathur,13,M. RAJESHKUMAR,IND,73,86.99,GEN,Chennai Metro
Kolathur,13,R. MAHESH,IND,64,86.99,GEN,Chennai Metro
Kolathur,13,M. POORNIMA,IND,56,86.99,GEN,Chennai Metro
Kolathur,13,P. MILANY,IND,56,86.99,GEN,Chennai Metro
Kolathur,13,ARUL DOSS. A.,IND,55,86.99,GEN,Chennai Metro
Kolathur,13,VIGIRDHAN,IND,53,86.99,GEN,Chennai Metro
Kolathur,13,V. NARESH BABU,IND,52,86.99,GEN,Chennai Metro
Kolathur,13,K. PANNEER SELVAM,IND,50,86.99,GEN,Chennai Metro
Kolathur,13,E. RAAMADASAN,Makkal Nalvaazhvuk Katchi,49,86.99,GEN,Chennai Metro
Kolathur,13,KAJA MAIDEEN,IND,43,86.99,GEN,Chennai Metro
Kolathur,13,S. SHARAN,IND,35,86.99,GEN,Chennai Metro
Kolathur,13,R. RAVIKUMAR,IND,34,86.99,GEN,Chennai Metro
Kolathur,13,M. SURESH,IND,33,86.99,GEN,Chennai Metro
Kolathur,13,V. A. SUDHAKAR,IND,31,86.99,GEN,Chennai Metro
Kolathur,13,RAJA. G.,IND,28,86.99,GEN,Chennai Metro
Kolathur,13,SIVAGNANASAM,Desiya Makkal Sakthi Katchi,26,86.99,GEN,Chennai Metro
Kolathur,13,K. ELUMALAI,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,24,86.99,GEN,Chennai Metro
Kolathur,13,A. RAJI,IND,23,86.99,GEN,Chennai Metro
Kolathur,13,FARMER JAYARAMAN. S K J.,IND,22,86.99,GEN,Chennai Metro
Kolathur,13,R. BALAJI,IND,21,86.99,GEN,Chennai Metro
Kolathur,13,S. BALACHANDAR,IND,13,86.99,GEN,Chennai Metro
Villivakkam,14,AADHAV ARJUNA,TVK,66445,86.68,GEN,Chennai Metro
Villivakkam,14,KARTHIK MOHAN,DMK,49143,86.68,GEN,Chennai Metro
Villivakkam,14,VIJAYAKUMAR  S.R,AIADMK,19338,86.68,GEN,Chennai Metro
Villivakkam,14,ROSHINI S,NTK,4310,86.68,GEN,Chennai Metro
Villivakkam,14,NOTA,NOTA,695,86.68,GEN,Chennai Metro
Villivakkam,14,DHAYANIDHI D,IND,184,86.68,GEN,Chennai Metro
Villivakkam,14,ABDUL SHABEEK  A,Tamizhaga Vaazhvurimai Katchi,147,86.68,GEN,Chennai Metro
Villivakkam,14,AJITHKUMAR A,Thakkam Katchi,147,86.68,GEN,Chennai Metro
Villivakkam,14,SHANMUGA D,IND,107,86.68,GEN,Chennai Metro
Villivakkam,14,ASHOK KUMAR C.A,IND,99,86.68,GEN,Chennai Metro
Villivakkam,14,MURALI R,IND,88,86.68,GEN,Chennai Metro
Villivakkam,14,SUBRAMANI K,IND,77,86.68,GEN,Chennai Metro
Villivakkam,14,KARTHICK P,IND,71,86.68,GEN,Chennai Metro
Villivakkam,14,DEVARAJAN G,IND,62,86.68,GEN,Chennai Metro
Villivakkam,14,KANNAN M,IND,58,86.68,GEN,Chennai Metro
Villivakkam,14,SOLOMON  J.R,IND,51,86.68,GEN,Chennai Metro
Villivakkam,14,BALAMURALI G,IND,50,86.68,GEN,Chennai Metro
Villivakkam,14,KARTHICK S,IND,48,86.68,GEN,Chennai Metro
Villivakkam,14,JAYA ZEBA C,IND,48,86.68,GEN,Chennai Metro
Villivakkam,14,VIJAYAKUMAR G,IND,46,86.68,GEN,Chennai Metro
Villivakkam,14,KANDASAMY S,IND,42,86.68,GEN,Chennai Metro
Villivakkam,14,ANBAZHAGAN G,IND,33,86.68,GEN,Chennai Metro
Villivakkam,14,YUVARAJ S,IND,32,86.68,GEN,Chennai Metro
Villivakkam,14,VIJAYAKUMAR  D,IND,30,86.68,GEN,Chennai Metro
Villivakkam,14,CHARAVANAN M.P,IND,29,86.68,GEN,Chennai Metro
Villivakkam,14,MURALI VINODH  M,IND,28,86.68,GEN,Chennai Metro
Villivakkam,14,MANIMARAN P,IND,25,86.68,GEN,Chennai Metro
Villivakkam,14,PURUSHOTHAMAN P,IND,10,86.68,GEN,Chennai Metro
Villivakkam,14,RAJI M,IND,9,86.68,GEN,Chennai Metro
Thiru-Vi-Ka-Nagar,15,M. R. PALLAVI,TVK,69125,79.24,SC,Chennai Metro
Thiru-Vi-Ka-Nagar,15,K. S. RAVICHANDRAN,DMK,46792,79.24,SC,Chennai Metro
Thiru-Vi-Ka-Nagar,15,PORKODI ARMSTRONG,AIADMK,23304,79.24,SC,Chennai Metro
Thiru-Vi-Ka-Nagar,15,JAGADESH CHANDER .M,NTK,2658,79.24,SC,Chennai Metro
Thiru-Vi-Ka-Nagar,15,NOTA,NOTA,527,79.24,SC,Chennai Metro
Thiru-Vi-Ka-Nagar,15,S JAYAKALPANA,Republican Party of India (Athawale),350,79.24,SC,Chennai Metro
Thiru-Vi-Ka-Nagar,15,A. SELVA KUMAR,Thakkam Katchi,170,79.24,SC,Chennai Metro
Thiru-Vi-Ka-Nagar,15,PRAKASH ARUNACHALAM,IND,134,79.24,SC,Chennai Metro
Thiru-Vi-Ka-Nagar,15,PRASANTH. D,IND,134,79.24,SC,Chennai Metro
Thiru-Vi-Ka-Nagar,15,M. LOKESH,IND,127,79.24,SC,Chennai Metro
Thiru-Vi-Ka-Nagar,15,C. CHRISTY,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,94,79.24,SC,Chennai Metro
Thiru-Vi-Ka-Nagar,15,M. KOLANJI,IND,77,79.24,SC,Chennai Metro
Thiru-Vi-Ka-Nagar,15,PRAVEEN THIYAGARAJAN,IND,70,79.24,SC,Chennai Metro
Thiru-Vi-Ka-Nagar,15,C. JAGAN MOHAN,IND,51,79.24,SC,Chennai Metro
Thiru-Vi-Ka-Nagar,15,S. PARTHIBAN,IND,45,79.24,SC,Chennai Metro
Thiru-Vi-Ka-Nagar,15,D. SATHISH KUMAR,IND,40,79.24,SC,Chennai Metro
Thiru-Vi-Ka-Nagar,15,S. RAJENDRAN,IND,40,79.24,SC,Chennai Metro
Thiru-Vi-Ka-Nagar,15,R. MURUGAN,IND,32,79.24,SC,Chennai Metro
Thiru-Vi-Ka-Nagar,15,R. ANANDAN,IND,29,79.24,SC,Chennai Metro
Thiru-Vi-Ka-Nagar,15,G. J. DHARANIRAJ,IND,27,79.24,SC,Chennai Metro
Thiru-Vi-Ka-Nagar,15,M. KANNADASAN,IND,23,79.24,SC,Chennai Metro
Thiru-Vi-Ka-Nagar,15,SATHISH,IND,21,79.24,SC,Chennai Metro
Thiru-Vi-Ka-Nagar,15,S. SENTHAMIZHAN,IND,18,79.24,SC,Chennai Metro
Thiru-Vi-Ka-Nagar,15,M. MOHAN,IND,15,79.24,SC,Chennai Metro
Egmore,16,RAJMOHAN,TVK,53901,86.4,SC,Chennai Metro
Egmore,16,TAMILAN PRASANNA,DMK,43097,86.4,SC,Chennai Metro
Egmore,16,ABISHEK. R,AIADMK,18191,86.4,SC,Chennai Metro
Egmore,16,SARANYA IMRAN,NTK,2522,86.4,SC,Chennai Metro
Egmore,16,NOTA,NOTA,695,86.4,SC,Chennai Metro
Egmore,16,DR.N. GUNASEKAR,Republican Party of India (Athawale),209,86.4,SC,Chennai Metro
Egmore,16,G.R. RAJENDRAN,National Maha Sabha Party,173,86.4,SC,Chennai Metro
Egmore,16,S. VINOTH KUMAR,IND,155,86.4,SC,Chennai Metro
Egmore,16,ARUN RAO. N.A,Naam Indiar Party,152,86.4,SC,Chennai Metro
Egmore,16,D. THIRUNAVUKKARASAR,Tamizhaga Vaazhvurimai Katchi,111,86.4,SC,Chennai Metro
Egmore,16,T. MAGIZHANBAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,99,86.4,SC,Chennai Metro
Egmore,16,RAJMOHAN,IND,92,86.4,SC,Chennai Metro
Egmore,16,ARAVINDAN,IND,65,86.4,SC,Chennai Metro
Egmore,16,VENKATESH. K,IND,60,86.4,SC,Chennai Metro
Egmore,16,M. NAGARAJAN,IND,54,86.4,SC,Chennai Metro
Egmore,16,S. PICHAMUTHU,IND,51,86.4,SC,Chennai Metro
Egmore,16,RAJKUMAR,IND,44,86.4,SC,Chennai Metro
Egmore,16,R. KUMARAVEL,IND,41,86.4,SC,Chennai Metro
Egmore,16,SRIDHAR. M,IND,26,86.4,SC,Chennai Metro
Royapuram,17,K.V. VIJAY DAMU,TVK,59091,79.8,GEN,Chennai Metro
Royapuram,17,DR. A. SUBAIR KHAN,DMK,44842,79.8,GEN,Chennai Metro
Royapuram,17,D. JAYAKUMAR,AIADMK,18420,79.8,GEN,Chennai Metro
Royapuram,17,A. BABU MAILAN,NTK,2947,79.8,GEN,Chennai Metro
Royapuram,17,NOTA,NOTA,459,79.8,GEN,Chennai Metro
Royapuram,17,M. JAYARAJKUMAR,Bahujan Samaj Party,222,79.8,GEN,Chennai Metro
Royapuram,17,M DHINAKARAN,IND,216,79.8,GEN,Chennai Metro
Royapuram,17,R. VINOTHKUMAR,Naam Indiar Party,149,79.8,GEN,Chennai Metro
Royapuram,17,R. RAJKUMAR,IND,99,79.8,GEN,Chennai Metro
Royapuram,17,J. SELVAKUMAR,IND,84,79.8,GEN,Chennai Metro
Royapuram,17,M. RAJKUMAR,Tamizhaga Vaazhvurimai Katchi,83,79.8,GEN,Chennai Metro
Royapuram,17,D. JAYAKUMAR,IND,76,79.8,GEN,Chennai Metro
Royapuram,17,T. KAVIYARASU,IND,64,79.8,GEN,Chennai Metro
Royapuram,17,A. SATHIK KUMAR,Democratic National Allegiance,63,79.8,GEN,Chennai Metro
Royapuram,17,V. BHAGATH SINGH,IND,62,79.8,GEN,Chennai Metro
Royapuram,17,T. RAJESH,IND,52,79.8,GEN,Chennai Metro
Royapuram,17,P. SUMATHI,IND,49,79.8,GEN,Chennai Metro
Royapuram,17,G. KARTHIKEYAN,IND,40,79.8,GEN,Chennai Metro
Royapuram,17,KERTHIVARUNNAN .R,IND,38,79.8,GEN,Chennai Metro
Royapuram,17,A. SASIKUMAR,IND,37,79.8,GEN,Chennai Metro
Royapuram,17,A. NIZAR AHAMED,IND,37,79.8,GEN,Chennai Metro
Royapuram,17,K. PRASATH,IND,36,79.8,GEN,Chennai Metro
Royapuram,17,A. JAYAKUMAR,IND,35,79.8,GEN,Chennai Metro
Royapuram,17,I JAYAPRAKASH,IND,34,79.8,GEN,Chennai Metro
Royapuram,17,K.J. SIVAKUMAR,IND,31,79.8,GEN,Chennai Metro
Royapuram,17,M. MAHALAKSHMI,IND,30,79.8,GEN,Chennai Metro
Royapuram,17,C. SRIDHAR,IND,27,79.8,GEN,Chennai Metro
Royapuram,17,M. SHANMUGAM,IND,20,79.8,GEN,Chennai Metro
Royapuram,17,S. RAJU,IND,13,79.8,GEN,Chennai Metro
Harbour,18,P K SEKARBABU,DMK,45254,82.93,GEN,Chennai Metro
Harbour,18,SINORA P S ASHOK,TVK,33504,82.93,GEN,Chennai Metro
Harbour,18,R MANOHAR,AIADMK,17256,82.93,GEN,Chennai Metro
Harbour,18,R FOUZAN SHARIFF,NTK,1607,82.93,GEN,Chennai Metro
Harbour,18,NOTA,NOTA,600,82.93,GEN,Chennai Metro
Harbour,18,SIVALINGAM ASHOK,IND,291,82.93,GEN,Chennai Metro
Harbour,18,M SURESH,Bahujan Samaj Party,232,82.93,GEN,Chennai Metro
Harbour,18,SANKAR A,IND,197,82.93,GEN,Chennai Metro
Harbour,18,BABU SINGH,IND,108,82.93,GEN,Chennai Metro
Harbour,18,ASHOK KUMAR,IND,76,82.93,GEN,Chennai Metro
Harbour,18,G VISU,IND,73,82.93,GEN,Chennai Metro
Harbour,18,S GANESH,IND,65,82.93,GEN,Chennai Metro
Harbour,18,K E MANOHAR,IND,56,82.93,GEN,Chennai Metro
Harbour,18,T VIJAYARAJ,IND,53,82.93,GEN,Chennai Metro
Harbour,18,P VIJAYAKUMAR,IND,46,82.93,GEN,Chennai Metro
Harbour,18,J M NIRAIMOZHI,IND,34,82.93,GEN,Chennai Metro
Harbour,18,A NEPOLIAN,IND,30,82.93,GEN,Chennai Metro
Harbour,18,J SHANMUGAPRIYAN,IND,28,82.93,GEN,Chennai Metro
Harbour,18,V JAGADEESAN,IND,26,82.93,GEN,Chennai Metro
Harbour,18,D KABILAN,IND,22,82.93,GEN,Chennai Metro
Harbour,18,R DINESH,IND,20,82.93,GEN,Chennai Metro
Harbour,18,M KALAIVENTHAN,IND,18,82.93,GEN,Chennai Metro
Harbour,18,S VEERABATHRAN,IND,16,82.93,GEN,Chennai Metro
Harbour,18,I VINOD,IND,10,82.93,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,UDHAYANIDHI STALIN,DMK,62992,84.81,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,SELVAM. D,TVK,55852,84.81,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,AADIRAJARAM,AIADMK,16507,84.81,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,AYSHA,NTK,2971,84.81,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,NOTA,NOTA,643,84.81,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,MOHAMMED YASSER,Bahujan Samaj Party,244,84.81,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,AGNI AALVAR,IND,243,84.81,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,MIRZA SAFDER ALI,IND,185,84.81,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,RAJESHKUMAR. K,IND,154,84.81,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,IRFAN BASHA,Tamizhaga Vaazhvurimai Katchi,145,84.81,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,RAJASEKAR. S,IND,115,84.81,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,SYEED LAYAK BHASHA,IND,83,84.81,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,AYISHA,IND,72,84.81,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,BHARATHKUMAR. G,IND,69,84.81,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,MOHAMED MEERA. A,IND,68,84.81,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,SELVAM. K,IND,43,84.81,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,SAAMY. S.K. DR,IND,40,84.81,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,MOHAMED DHARIK. I,IND,38,84.81,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,SELVAM. K,IND,37,84.81,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,VIJAYA KUMAR. B,IND,34,84.81,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,KUMAR. M,IND,33,84.81,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,SELVAM ( ALIAS ) HARINARAYANAN,IND,33,84.81,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,ATHIMULAM,IND,30,84.81,GEN,Chennai Metro
